,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1882,Color,Matt Reeves,459.0,85.0,198.0,387.0,Ben Feldman,2000.0,80034302.0,Action|Adventure|Horror|Sci-Fi,Mike Vogel,296787,3958,Liza Lapira,0.0,2192.0,English,USA,25000000.0,2008.0,1000.0,7.0,1.85,0
1883,Color,Michael Pressman,68.0,88.0,34.0,445.0,Paige Turco,642.0,78656813.0,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,42765,2501,Ernie Reyes Jr.,0.0,93.0,English,USA,25000000.0,1991.0,533.0,6.0,1.85,0
1884,Color,Brian De Palma,123.0,119.0,0.0,188.0,Billy Drago,22000.0,76270454.0,Crime|Drama|Thriller,Robert De Niro,219008,22767,Charles Martin Smith,1.0,418.0,English,USA,25000000.0,1987.0,371.0,7.9,2.35,0
1885,Color,Ethan Coen,488.0,122.0,1000.0,883.0,Stephen Root,2000.0,74273505.0,Crime|Drama|Thriller,Kelly Macdonald,612060,4738,Barry Corbin,0.0,1518.0,English,USA,25000000.0,2007.0,939.0,8.1,2.35,21000
1886,Color,Tim Story,146.0,99.0,167.0,460.0,Tika Sumpter,655.0,134141530.0,Action|Comedy|Crime|Romance,Bruce McGill,75903,2394,Bryan Callen,1.0,109.0,English,USA,25000000.0,2014.0,521.0,6.2,2.35,0
1887,Color,Sharon Maguire,168.0,97.0,11.0,887.0,Jim Broadbent,14000.0,71500556.0,Comedy|Drama|Romance,Colin Firth,171568,16999,Shirley Henderson,3.0,571.0,English,UK,26000000.0,2001.0,1000.0,6.7,2.35,0
1888,Color,Lasse Hallström,152.0,121.0,529.0,163.0,Leslie Caron,541.0,71309760.0,Drama|Romance,Lena Olin,150308,1323,Hugh O'Conor,1.0,498.0,English,UK,25000000.0,2000.0,399.0,7.3,1.85,18000
1889,Color,Charles Herman-Wurmfeld,133.0,95.0,0.0,643.0,Bruce McGill,934.0,89808372.0,Comedy,Mary Lynn Rajskub,46417,3500,Bob Newhart,2.0,297.0,English,USA,45000000.0,2003.0,655.0,4.6,1.85,660
1890,Color,Andy Fickman,139.0,105.0,99.0,433.0,Gedde Watanabe,3000.0,77264926.0,Comedy|Family,Bailee Madison,21176,5740,Tom Everett Scott,5.0,107.0,English,USA,25000000.0,2012.0,448.0,6.1,1.85,0
1891,Color,Ivan Reitman,245.0,108.0,425.0,766.0,Greta Gerwig,20000.0,70625986.0,Comedy|Romance,Natalie Portman,168717,22739,Mindy Kaling,1.0,178.0,English,USA,25000000.0,2011.0,962.0,6.2,2.35,24000
1892,Color,George P. Cosmatos,84.0,134.0,170.0,472.0,Dana Delany,2000.0,56505065.0,Action|Biography|Drama|History|Romance|Western,Michael Biehn,95241,4453,Powers Boothe,0.0,439.0,English,USA,25000000.0,1993.0,722.0,7.8,2.35,11000
1893,Color,Andrzej Bartkowiak,70.0,115.0,43.0,775.0,Delroy Lindo,5000.0,55973336.0,Action|Crime|Thriller,Jet Li,57040,9082,Aaliyah,1.0,365.0,English,USA,25000000.0,2000.0,848.0,6.1,2.35,0
1895,Color,James Wong,216.0,86.0,70.0,318.0,Gina Holden,440.0,54098051.0,Horror,Chelan Simmons,102861,2420,Crystal Lowe,0.0,571.0,English,Germany,25000000.0,2006.0,346.0,5.8,2.35,0
1896,Color,Scott Hicks,170.0,101.0,96.0,204.0,Riley Thomas Stewart,713.0,60443237.0,Drama|Romance,Blythe Danner,76882,1852,Jay R. Ferguson,0.0,106.0,English,USA,25000000.0,2012.0,220.0,6.5,2.35,29000
1897,Color,Gabor Csupo,181.0,96.0,47.0,3000.0,Zooey Deschanel,14000.0,82234139.0,Adventure|Drama|Family|Fantasy,Josh Hutcherson,110390,28071,Bailee Madison,3.0,522.0,English,USA,17000000.0,2007.0,11000.0,7.2,1.85,6000
1898,Color,Marc Forster,226.0,101.0,395.0,2000.0,Kate Winslet,40000.0,51676606.0,Biography|Drama|Family,Johnny Depp,174591,58823,Kelly Macdonald,1.0,632.0,English,USA,25000000.0,2004.0,14000.0,7.8,2.35,0
1899,Color,Tyler Perry,24.0,100.0,0.0,400.0,Tika Sumpter,975.0,52528330.0,Comedy|Drama,Alicia Witt,4265,3202,Larry the Cable Guy,0.0,27.0,English,USA,25000000.0,2013.0,521.0,4.7,1.85,0
1900,Color,Joe Carnahan,408.0,117.0,248.0,726.0,Frank Grillo,14000.0,51533608.0,Action|Adventure|Drama|Thriller,Liam Neeson,203111,16606,James Badge Dale,1.0,755.0,English,USA,25000000.0,2011.0,798.0,6.8,2.35,32000
1901,Color,John Polson,180.0,101.0,21.0,317.0,Dylan Baker,22000.0,51097664.0,Drama|Horror|Mystery|Thriller,Robert De Niro,70205,23328,Robert John Burke,0.0,450.0,English,USA,30000000.0,2005.0,812.0,5.9,2.35,0
1902,Color,Adam McKay,181.0,98.0,285.0,7000.0,Will Ferrell,640000.0,84136909.0,Comedy,Darcy Donavan,267921,656730,Steve Carell,5.0,577.0,English,USA,26000000.0,2004.0,8000.0,7.2,1.85,0
1903,Color,Martin Scorsese,192.0,146.0,17000.0,635.0,Mike Starr,22000.0,46836394.0,Biography|Crime|Drama,Robert De Niro,728685,24783,Paul Sorvino,3.0,989.0,English,USA,25000000.0,1990.0,854.0,8.7,1.85,25000
1904,Color,Harald Zwart,79.0,102.0,91.0,434.0,Frankie Muniz,1000.0,47285499.0,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,26755,3037,Chris Gauthier,3.0,104.0,English,USA,26000000.0,2003.0,934.0,5.0,2.35,542
1905,Color,Kirk Jones,128.0,97.0,52.0,579.0,Kelly Macdonald,14000.0,47124400.0,Comedy|Family|Fantasy,Colin Firth,49676,17278,Imelda Staunton,0.0,181.0,English,USA,25000000.0,2005.0,2000.0,6.6,2.35,0
1906,Color,Brian De Palma,147.0,142.0,0.0,638.0,F. Murray Abraham,14000.0,44700000.0,Crime|Drama,Al Pacino,537442,16464,Mary Elizabeth Mastrantonio,0.0,851.0,English,USA,25000000.0,1983.0,670.0,8.3,2.35,19000
1907,Color,Steve Oedekerk,49.0,98.0,176.0,468.0,Michael McKean,742.0,44455658.0,Action|Adventure|Comedy|Crime,Kelly Preston,36253,2457,Rebecca Gayheart,2.0,92.0,English,USA,25000000.0,1997.0,658.0,6.7,1.85,0
1908,Color,Bernardo Bertolucci,75.0,219.0,973.0,400.0,Joan Chen,1000.0,43984230.0,Biography|Drama|History,Cary-Hiroyuki Tagawa,70274,2451,Victor Wong,0.0,133.0,English,China,23000000.0,1987.0,643.0,7.8,2.35,0
1909,Color,Baltasar Kormákur,270.0,109.0,175.0,733.0,David O'Hara,24000.0,66489425.0,Action|Crime|Drama|Thriller,J.K. Simmons,101977,26625,Lukas Haas,3.0,161.0,English,USA,25000000.0,2012.0,736.0,6.5,2.35,0
1910,Color,Brett Ratner,29.0,97.0,420.0,585.0,Paul Sorvino,695.0,41067398.0,Action|Comedy|Crime|Thriller,Heather Locklear,22748,2530,Faizon Love,2.0,41.0,English,USA,25000000.0,1997.0,635.0,6.1,2.35,666
1911,Color,Paul Thomas Anderson,398.0,158.0,0.0,104.0,Paul F. Tompkins,272.0,40218903.0,Drama,Jim Meskimen,372990,533,Kevin Breznahan,0.0,1107.0,English,USA,25000000.0,2007.0,111.0,8.1,2.35,16000
1912,Color,Cathy Malkasian,38.0,85.0,0.0,503.0,Flea,1000.0,39880476.0,Adventure|Animation|Comedy|Family|Fantasy,Alfre Woodard,12218,2908,Cree Summer,0.0,33.0,English,USA,25000000.0,2002.0,535.0,5.2,2.35,187
1913,Color,John Eng,45.0,80.0,0.0,362.0,Cree Summer,971.0,39399750.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Elizabeth Daily,5674,3017,Nancy Cartwright,0.0,35.0,English,USA,25000000.0,2003.0,503.0,5.6,2.35,329
1914,Color,Malcolm D. Lee,81.0,86.0,92.0,466.0,Eddie Griffin,744.0,38230435.0,Action|Comedy,Dave Chappelle,29661,3001,Chi McBride,3.0,179.0,English,USA,25000000.0,2002.0,489.0,5.8,1.85,0
1915,Color,Ken Kwapis,88.0,119.0,42.0,917.0,America Ferrera,2000.0,39008741.0,Comedy|Drama|Family|Romance,Mike Vogel,44838,6862,Kyle Schmid,0.0,223.0,English,USA,25000000.0,2005.0,953.0,6.6,2.35,0
1916,Color,Chris Nahon,116.0,98.0,20.0,872.0,Bridget Fonda,5000.0,36833473.0,Action|Crime|Drama|Thriller,Jet Li,53126,7945,Max Ryan,1.0,254.0,English,France,25000000.0,2001.0,888.0,6.6,2.35,0
1917,Color,Fred Wolf,129.0,97.0,29.0,816.0,Katharine McPhee,15000.0,48237389.0,Comedy|Romance,Emma Stone,63969,18789,Beverly D'Angelo,1.0,126.0,English,USA,25000000.0,2008.0,852.0,5.5,2.35,0
1919,Color,Craig Gillespie,151.0,124.0,44.0,367.0,Suraj Sharma,4000.0,36447959.0,Biography|Drama|Sport,Jon Hamm,35833,6393,Gregory Alan Williams,0.0,96.0,English,USA,25000000.0,2014.0,774.0,7.0,2.39,10000
1920, Black and White,Phillip Noyce,198.0,97.0,176.0,10000.0,Meryl Streep,12000.0,45089048.0,Drama|Romance|Sci-Fi,Jeff Bridges,86251,36064,Alexander Skarsgård,3.0,260.0,English,South Africa,25000000.0,2014.0,11000.0,6.5,2.35,58000
1921,Color,Dennie Gordon,66.0,105.0,29.0,742.0,Oliver James,14000.0,35990505.0,Comedy|Drama|Family|Romance,Colin Firth,48095,16400,Kelly Preston,1.0,194.0,English,USA,20000000.0,2003.0,1000.0,5.8,2.35,0
1922,Color,Victor Salva,167.0,104.0,108.0,177.0,Jonathan Breck,296.0,35143332.0,Horror,Nicki Aycox,45102,1340,Billy Aaron Brown,0.0,316.0,English,USA,17000000.0,2003.0,270.0,5.6,2.35,0
1923,Color,Mark Helfrich,127.0,101.0,7.0,440.0,Dan Fogler,1000.0,35000629.0,Comedy|Romance,Dane Cook,74622,2822,Chelan Simmons,1.0,150.0,English,USA,25000000.0,2007.0,562.0,5.6,1.85,0
1924,Color,Andrzej Bartkowiak,109.0,101.0,43.0,432.0,Tom Arnold,5000.0,34604054.0,Action|Crime|Drama|Thriller,Jet Li,34942,6867,DMX,2.0,185.0,English,USA,30000000.0,2003.0,618.0,5.8,2.35,1000
1925,Color,Stephen Daldry,174.0,114.0,335.0,530.0,Stephen Dillane,11000.0,41597830.0,Drama|Romance,Meryl Streep,102123,12624,Miranda Richardson,3.0,660.0,English,USA,25000000.0,2002.0,577.0,7.6,1.85,0
1926,Color,Andy Fickman,91.0,105.0,99.0,960.0,Alexandra Breckenridge,17000.0,33687630.0,Comedy|Romance,Channing Tatum,116762,20109,Laura Ramsey,0.0,261.0,English,USA,20000000.0,2006.0,1000.0,6.4,1.85,0
1927,Color,Steve Bendelack,151.0,90.0,68.0,100.0,Emma de Caunes,328.0,32553210.0,Comedy|Family,Lily Atkinson,88714,794,Steve Pemberton,0.0,235.0,English,UK,25000000.0,2007.0,132.0,6.3,1.85,0
1928,Color,Dwight H. Little,94.0,97.0,27.0,522.0,Salli Richardson-Whitfield,601.0,31526393.0,Action|Adventure|Horror|Thriller,Nicholas Gonzalez,22243,2730,Johnny Messner,0.0,144.0,English,USA,25000000.0,2004.0,543.0,4.6,2.35,686
1929,Color,Guillaume Canet,91.0,144.0,0.0,745.0,Lili Taylor,15000.0,41229.0,Crime|Drama|Thriller,Mila Kunis,14612,18442,Billy Crudup,6.0,41.0,English,France,25500000.0,2013.0,960.0,6.5,2.35,0
1930,Color,Kirsten Sheridan,148.0,114.0,59.0,403.0,Aaron Staton,49000.0,31655091.0,Drama|Music,Robin Williams,87331,50927,Marian Seldes,0.0,364.0,English,USA,30000000.0,2007.0,702.0,7.5,2.35,18000
1931,Color,Shekhar Kapur,141.0,124.0,159.0,240.0,John Gielgud,288.0,30012990.0,Biography|Drama|History,Fanny Ardant,75973,1006,Eric Cantona,1.0,409.0,English,UK,25000000.0,1998.0,249.0,7.5,1.85,0
1932,Color,Ronny Yu,114.0,89.0,31.0,71.0,Park Bench,285.0,32368960.0,Comedy|Fantasy|Horror|Romance,Alexis Arquette,39768,667,Vince Corazza,0.0,292.0,English,Canada,25000000.0,1998.0,81.0,5.3,1.85,0
1933,Color,Richard Fleischer,79.0,160.0,130.0,288.0,Richard Anderson,469.0,14500000.0,Action|Drama|History|War,Joseph Cotten,25019,1548,James Whitmore,0.0,159.0,English,Japan,25000000.0,1970.0,377.0,7.5,2.35,0
1934,Color,Bob Spiers,33.0,93.0,14.0,199.0,Richard Briers,1000.0,29247405.0,Comedy|Family|Music,Jason Flemyng,28377,2176,Victoria Beckham,1.0,261.0,English,UK,25000000.0,1997.0,401.0,3.3,1.85,0
1936,Color,Damien Dante Wayans,83.0,88.0,82.0,571.0,Essence Atkins,756.0,25615792.0,Action|Comedy|Music,Damon Wayans Jr.,10161,4378,Chris Elliott,0.0,50.0,English,USA,25000000.0,2009.0,713.0,3.5,1.85,657
1937,Color,Frank Darabont,199.0,142.0,0.0,461.0,Jeffrey DeMunn,11000.0,28341469.0,Crime|Drama,Morgan Freeman,1689764,13495,Bob Gunton,0.0,4144.0,English,USA,25000000.0,1994.0,745.0,9.3,1.85,108000
1938,Color,Simon Wincer,71.0,92.0,23.0,162.0,Paul Hogan,460.0,25590119.0,Adventure|Comedy|Crime,Jere Burns,19699,1315,Linda Kozlowski,0.0,119.0,English,Australia,21150000.0,2001.0,442.0,4.8,1.85,387
1939,Color,Bobby Farrelly,62.0,117.0,101.0,743.0,Lin Shaye,13000.0,24944213.0,Comedy|Sport,Bill Murray,63459,16937,Richard Tyson,2.0,185.0,English,USA,27000000.0,1996.0,852.0,6.9,2.35,3000
1940,Color,Rupert Wyatt,175.0,111.0,81.0,81.0,Cjon Saulsberry,3000.0,33631221.0,Crime|Drama|Thriller,George Kennedy,48559,3784,Griffin Cleveland,1.0,145.0,English,USA,25000000.0,2014.0,571.0,6.0,2.35,0
1941,Color,John Wells,322.0,121.0,53.0,8000.0,Meryl Streep,19000.0,37738400.0,Drama,Benedict Cumberbatch,67797,39690,Julia Roberts,3.0,285.0,English,USA,25000000.0,2013.0,11000.0,7.3,2.35,30000
1943,Color,Nigel Cole,112.0,107.0,13.0,165.0,Tyrone Giordano,618.0,21835784.0,Comedy|Drama|Romance,Aimee Garcia,58297,1095,James Read,3.0,161.0,English,USA,30000000.0,2005.0,172.0,6.6,1.85,0
1944,Color,Dexter Fletcher,216.0,106.0,452.0,141.0,Taron Egerton,20000.0,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,32507,21195,Tim McInnerny,3.0,119.0,English,UK,23000000.0,2016.0,732.0,7.5,2.35,15000
1945,Color,Spike Lee,48.0,136.0,0.0,3000.0,Milla Jovovich,18000.0,21554585.0,Drama|Sport,Denzel Washington,36108,37315,Rosario Dawson,0.0,109.0,English,USA,25000000.0,1998.0,14000.0,6.9,1.85,0
1946,Color,Jeremy Leven,44.0,97.0,19.0,977.0,Marlon Brando,40000.0,22200000.0,Comedy|Drama|Romance,Johnny Depp,41310,52122,Faye Dunaway,3.0,117.0,English,USA,25000000.0,1994.0,10000.0,6.8,1.85,0
1949,Color,Sylvain White,213.0,97.0,41.0,619.0,Jason Patric,11000.0,23527955.0,Action|Crime|Drama|Mystery|Thriller,Chris Evans,74691,12841,Óscar Jaenada,1.0,165.0,English,USA,25000000.0,2010.0,673.0,6.4,2.35,0
1950,Color,Troy Nixey,298.0,99.0,24.0,155.0,Alan Dale,3000.0,24042490.0,Fantasy|Horror|Thriller,Bailee Madison,40776,3744,Jack Thompson,1.0,250.0,English,USA,25000000.0,2010.0,441.0,5.6,1.85,10000
1951,Color,Philip G. Atwell,119.0,103.0,5.0,874.0,Jet Li,26000.0,22466994.0,Action|Crime|Thriller,Jason Statham,72673,33565,Nadine Velazquez,0.0,166.0,English,USA,25000000.0,2007.0,5000.0,6.3,2.35,0
1952,Color,Paul Thomas Anderson,251.0,95.0,0.0,98.0,Emily Watson,11000.0,17791031.0,Comedy|Drama|Romance|Thriller,Adam Sandler,109855,11994,Don McManus,0.0,888.0,English,USA,25000000.0,2002.0,876.0,7.3,2.35,0
1953,Color,Jeff Schaffer,92.0,93.0,17.0,360.0,Scott Mechlowicz,13000.0,17718223.0,Comedy,Matt Damon,162067,14180,Jacob Pitts,5.0,316.0,English,USA,25000000.0,2004.0,634.0,6.6,1.85,0
1954,Color,Don Michael Paul,58.0,98.0,70.0,223.0,Nia Peeples,462.0,15361537.0,Action|Crime|Thriller,Claudia Christian,12263,1855,Tony Plana,0.0,132.0,English,Germany,13000000.0,2002.0,444.0,4.6,1.85,564
1955,Color,Paul Feig,73.0,90.0,176.0,825.0,Rob Riggle,931.0,16647384.0,Adventure|Comedy|Family|Romance,Tyler James Williams,8398,4431,B.J. Novak,1.0,56.0,English,USA,26000000.0,2006.0,839.0,5.1,2.35,498
1956,Color,James Bridges,28.0,107.0,21.0,418.0,Phoebe Cates,967.0,16118077.0,Drama,Dianne Wiest,5817,3067,Swoosie Kurtz,0.0,37.0,English,USA,25000000.0,1988.0,767.0,5.6,1.85,377
1957,Color,Steve Barron,19.0,90.0,48.0,376.0,Udo Kier,940.0,15091542.0,Adventure|Family|Fantasy|Musical,Martin Landau,4086,2465,Bebe Neuwirth,2.0,22.0,Italian,UK,25000000.0,1996.0,595.0,5.3,2.35,246
1959,Color,Richard Kelly,287.0,115.0,219.0,258.0,Gillian Jacobs,902.0,15045676.0,Drama|Fantasy|Mystery|Thriller,Frank Langella,76303,2466,Celia Weston,1.0,376.0,English,USA,16000000.0,2009.0,837.0,5.6,2.35,0
1960,Color,Carter Smith,233.0,93.0,27.0,49.0,Jonathan Tucker,960.0,17427926.0,Horror,Laura Ramsey,60062,1749,Sergio Calderón,0.0,351.0,English,USA,8000000.0,2008.0,664.0,5.9,2.35,0
1961,Color,John Schlesinger,86.0,99.0,154.0,347.0,Rupert Everett,774.0,14983572.0,Comedy|Drama|Romance,Mark Valley,9361,2498,Illeana Douglas,1.0,162.0,English,USA,25000000.0,2000.0,692.0,4.7,1.85,378
1962,Color,Wes Craven,160.0,107.0,0.0,255.0,Emily Meade,798.0,14637490.0,Horror|Mystery|Thriller,Frank Grillo,16411,2537,Zena Grey,2.0,136.0,English,USA,25000000.0,2010.0,374.0,4.8,2.35,0
1963,Color,Luke Greenfield,126.0,110.0,42.0,111.0,Timothy Bottoms,355.0,14589444.0,Comedy|Drama|Romance,Chris Marquette,171151,911,Jacob Young,2.0,513.0,English,USA,25000000.0,2004.0,155.0,6.8,1.85,0
1964,Color,Ringo Lam,50.0,101.0,17.0,218.0,Zach Grenier,900.0,14095303.0,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,15814,1634,Paul Ben-Victor,1.0,68.0,English,USA,25000000.0,1996.0,246.0,5.4,2.35,503
1965,Color,Bruce McCulloch,52.0,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Comedy|Crime,Martin Starr,11211,3065,Chris Penn,1.0,92.0,English,USA,25000000.0,2002.0,637.0,5.1,1.85,215
1966,Color,Brian Helgeland,260.0,132.0,241.0,151.0,Paul Anderson,27000.0,1865774.0,Biography|Crime|Drama|History|Thriller,Tom Hardy,87682,27659,Tara Fitzgerald,2.0,174.0,English,UK,30000000.0,2015.0,154.0,7.0,2.35,43000
1968,Color,David R. Ellis,231.0,90.0,160.0,852.0,Joel David Moore,963.0,18860403.0,Horror|Thriller,Chris Zylka,20823,4952,Katharine McPhee,0.0,130.0,English,USA,25000000.0,2011.0,936.0,4.0,1.85,0
1969,Color,Alan Parker,99.0,145.0,317.0,70.0,Devon Murray,876.0,13038660.0,Drama,Emily Watson,16995,1282,Pauline McLynn,1.0,163.0,English,USA,25000000.0,1999.0,219.0,7.3,1.85,0
1970,Color,Ivan Reitman,159.0,110.0,425.0,148.0,Chi McBride,3000.0,28831145.0,Drama|Sport,Jennifer Garner,39357,3757,Patrick St. Esprit,1.0,113.0,English,USA,25000000.0,2014.0,466.0,6.8,2.35,14000
1973,Color,Robert Redford,199.0,122.0,0.0,939.0,Tom Wilkinson,18000.0,11538204.0,Crime|Drama|History,Robin Wright,23696,21163,Stephen Root,0.0,135.0,English,USA,25000000.0,2010.0,1000.0,7.0,2.35,0
1974,Color,Catherine Hardwicke,119.0,107.0,308.0,872.0,Michael Angarano,13000.0,11008432.0,Biography|Drama|Sport,Heath Ledger,43903,16651,Rebecca De Mornay,0.0,194.0,English,USA,25000000.0,2005.0,947.0,7.1,1.85,5000
1975,Color,Patricia Riggen,120.0,127.0,36.0,399.0,James Brolin,562.0,12188642.0,Biography|Drama|History,Marco Treviño,21098,2230,Jacob Vargas,7.0,56.0,English,Chile,26000000.0,2015.0,499.0,6.9,2.35,0
1976,Color,John Carpenter,180.0,99.0,0.0,52.0,Kate Burton,400.0,11100000.0,Action|Adventure|Comedy|Fantasy,Victor Wong,92464,896,Peter Kwong,1.0,331.0,English,USA,25000000.0,1986.0,223.0,7.3,2.35,19000
1978,Color,Gavin O'Connor,317.0,140.0,149.0,581.0,Frank Grillo,27000.0,13651662.0,Drama|Sport,Tom Hardy,332276,29692,Kevin Dunn,1.0,514.0,English,USA,25000000.0,2011.0,798.0,8.2,2.35,77000
1979, Black and White,Neil Jordan,44.0,133.0,277.0,8000.0,Liam Neeson,25000.0,11030963.0,Biography|Drama|Thriller|War,Alan Rickman,24145,48482,Julia Roberts,2.0,93.0,English,UK,28000000.0,1996.0,14000.0,7.1,1.85,0
1980,Color,Ron Maxwell,22.0,271.0,33.0,251.0,William Morgan Sheppard,854.0,10769960.0,Drama|History|War,Tom Berenger,21940,2107,James Patrick Stuart,0.0,256.0,English,USA,25000000.0,1993.0,702.0,7.7,1.85,0
1981,Color,Kimberly Peirce,143.0,112.0,108.0,2000.0,Channing Tatum,23000.0,10911750.0,Drama|War,Joseph Gordon-Levitt,17757,43560,Abbie Cornish,2.0,99.0,English,USA,25000000.0,2008.0,17000.0,6.5,1.85,982
1982,Color,Stephen Gaghan,72.0,99.0,79.0,956.0,Zooey Deschanel,16000.0,10719367.0,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,7909,28987,Tony Goldwyn,3.0,157.0,English,USA,25000000.0,2002.0,11000.0,4.9,2.35,261
1983,Color,Jonathan Kaplan,70.0,100.0,57.0,92.0,Tom Amandes,181.0,10114315.0,Drama|Mystery|Thriller,John Doe,18693,582,Daniel Lapaine,0.0,187.0,English,USA,25000000.0,1999.0,151.0,6.4,2.35,0
1984,Color,Ole Bornedal,264.0,92.0,30.0,309.0,Madison Davenport,941.0,49122319.0,Horror|Thriller,Kyra Sedgwick,47169,2348,Natasha Calis,0.0,162.0,English,USA,14000000.0,2012.0,459.0,5.9,2.35,17000
1985,Color,Richard Benjamin,20.0,105.0,121.0,354.0,Jane Krakowski,3000.0,10070000.0,Comedy|Drama|Romance,Brendan Fraser,5668,5023,Cathryn de Prume,3.0,50.0,English,USA,25000000.0,1996.0,624.0,6.2,1.85,491
1986,Color,Rod Lurie,190.0,110.0,37.0,268.0,Laz Alonso,10000.0,10324441.0,Action|Drama|Thriller,Alexander Skarsgård,27117,11431,Rhys Coiro,1.0,140.0,English,USA,25000000.0,2011.0,826.0,5.8,2.35,7000
1987,Color,Lasse Hallström,142.0,116.0,529.0,174.0,Christopher Evan Welch,442.0,7156933.0,Comedy|Drama,Hope Davis,14581,1134,James Biberi,0.0,74.0,English,USA,25000000.0,2006.0,252.0,6.7,1.85,348
1988,Color,Craig R. Baxley,27.0,88.0,22.0,120.0,Sam McMurray,174.0,9286314.0,Action|Crime|Drama|Thriller,Brian Bosworth,4972,583,Richard Gant,1.0,62.0,English,USA,17000000.0,1991.0,132.0,5.9,1.85,0
1989,Color,John Hillcoat,355.0,111.0,214.0,3000.0,Charlize Theron,10000.0,56692.0,Adventure|Drama,Viggo Mortensen,177401,23566,Robert Duvall,2.0,504.0,English,USA,25000000.0,2009.0,9000.0,7.3,2.35,32000
1991,Color,Marcos Siega,31.0,95.0,32.0,324.0,Nick Cannon,843.0,5654777.0,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,4875,2165,Kaylee DeFer,3.0,26.0,English,USA,25000000.0,2005.0,593.0,4.1,2.35,206
1992,Color,J.B. Rogers,87.0,95.0,6.0,248.0,Chris Klein,849.0,5516708.0,Comedy|Romance,Eddie Cibrian,11375,2413,Jack Plotnick,2.0,91.0,English,USA,25000000.0,2001.0,841.0,4.9,1.85,295
1993,Color,Roger Donaldson,126.0,127.0,79.0,50.0,Antony Starr,12000.0,5128124.0,Biography|Drama|Sport,Anthony Hopkins,44198,12574,Craig Hall,1.0,251.0,English,New Zealand,25000000.0,2005.0,506.0,7.9,2.35,11000
1995,Color,Rachel Talalay,60.0,104.0,54.0,919.0,Lori Petty,6000.0,4064333.0,Action|Comedy|Sci-Fi,Naomi Watts,24790,9662,Jeff Kober,0.0,173.0,English,USA,25000000.0,1995.0,923.0,5.2,2.35,0
1996,Color,Jeffrey W. Byrd,23.0,95.0,2.0,807.0,Loretta Devine,927.0,4006906.0,Comedy|Crime,Donald Faison,3229,4990,Regina Hall,7.0,20.0,English,USA,15000000.0,2005.0,912.0,4.1,1.85,83
1997,Color,Fernando Meirelles,229.0,121.0,353.0,18.0,Joe Pingue,45.0,3073392.0,Drama|Mystery|Sci-Fi|Thriller,Don McKellar,59462,142,Yûsuke Iseya,0.0,300.0,English,Canada,25000000.0,2008.0,30.0,6.6,1.85,0
1998,Color,Uwe Boll,143.0,92.0,892.0,492.0,Udo Kier,783.0,1550000.0,Action|Adventure|Fantasy|Horror,Meat Loaf,30628,2930,Michael Paré,2.0,471.0,English,USA,25000000.0,2005.0,595.0,2.9,2.35,937
2000,Color,Atom Egoyan,97.0,107.0,460.0,490.0,Alison Lohman,14000.0,871527.0,Crime|Drama|Mystery|Thriller,Colin Firth,14982,16090,Rachel Blanchard,2.0,128.0,English,Canada,25000000.0,2005.0,1000.0,6.5,2.35,507
2002,Color,Robert Towne,28.0,117.0,162.0,745.0,Monica Potter,2000.0,777423.0,Biography|Drama|Sport,Billy Burke,5841,4351,Billy Crudup,0.0,57.0,English,USA,25000000.0,1998.0,878.0,7.2,2.35,942
2003,Color,Richard Linklater,160.0,107.0,0.0,240.0,Aidan McArdle,962.0,1186957.0,Drama,Zoe Kazan,9264,1591,James Tupper,3.0,69.0,English,UK,25000000.0,2008.0,266.0,6.8,2.35,0
2004,Color,Giuseppe Tornatore,124.0,131.0,911.0,232.0,Sean Buchanan,5000.0,85433.0,Crime|Drama|Mystery|Romance,Jim Sturgess,69676,5954,Liya Kebede,2.0,131.0,English,Italy,13500000.0,2013.0,234.0,7.8,2.35,31000
2005,Color,Werner Herzog,280.0,122.0,0.0,407.0,Shea Whigham,12000.0,1697956.0,Crime|Drama,Nicolas Cage,64944,13809,Shawn Hatosy,2.0,212.0,English,USA,20000000.0,2009.0,463.0,6.7,1.85,6000
2007,Color,Guillaume Canet,118.0,134.0,0.0,92.0,Benoît Magimel,541.0,183662.0,Comedy|Drama,François Cluzet,18395,890,Gilles Lellouche,6.0,48.0,French,France,25000000.0,2010.0,173.0,7.1,2.35,0
2008,Color,Taylor Hackford,49.0,117.0,138.0,416.0,Bai Ling,908.0,134904.0,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,2395,3204,Gil Birmingham,9.0,17.0,English,USA,25000000.0,2010.0,581.0,5.7,1.78,636
